row_type,username,email,role,dob,division,roll_no,course,department,subjects,experience,question_id,rating,teacher_email,comment,subject,description,status
SURVEY,,pranavarora14@college.edu,,,,,,,,,10,5,chirag_pandey24_t@college.edu,"Amazing practical sessions, very hands-on approach.",,,
SURVEY,,jyoti.das51@college.edu,,,,,,,,,7,4,adityakumar52_t@college.edu,"I learned a lot from this course, highly recommend.",,,
SURVEY,,kunalchatterjee64@college.edu,,,,,,,,,4,1,abhishek_chowdhury69_t@college.edu,Difficult to understand the explanations sometimes.,,,
SURVEY,,karanpawar36@college.edu,,,,,,,,,3,4,varunpawar78_t@college.edu,"Always available to help with doubts, very approachable.",,,
SURVEY,,komalpandey55@college.edu,,,,,,,,,3,3,piyush_chowdhury63_t@college.edu,Assignments could be more relevant to the syllabus.,,,
SURVEY,,madhuribajaj27@college.edu,,,,,,,,,8,5,riya_mukherjee9_t@college.edu,"Always available to help with doubts, very approachable.",,,
SURVEY,,myraiyer49@college.edu,,,,,,,,,10,5,neha.yadav89_t@college.edu,"Great mentor, helped me understand my career goals.",,,
SURVEY,,preeti.kumar62@college.edu,,,,,,,,,8,4,sneha.yadav56_t@college.edu,Encourages students to think critically and ask questions.,,,
SURVEY,,sneha.kumar49@college.edu,,,,,,,,,2,1,reyansh.thakur99_t@college.edu,Not very approachable for doubt solving.,,,
SURVEY,,sumit_yadav45@college.edu,,,,,,,,,4,2,adityakumar52_t@college.edu,Needs to be more patient with students who struggle.,,,
SURVEY,,preeti.bose64@college.edu,,,,,,,,,6,3,tanmay_shinde15_t@college.edu,The teacher is knowledgeable but not very approachable.,,,
SURVEY,,richajoshi89@college.edu,,,,,,,,,10,2,sneha.yadav56_t@college.edu,The teaching could be much better.,,,
SURVEY,,karanpawar36@college.edu,,,,,,,,,10,3,ritvikpawar4_t@college.edu,More interactive sessions would be helpful.,,,
SURVEY,,diyapatil98@college.edu,,,,,,,,,8,4,neha.yadav89_t@college.edu,Makes difficult concepts seem simple.,,,
SURVEY,,isha.tiwari33@college.edu,,,,,,,,,2,5,komalarora30_t@college.edu,The best teacher in our department.,,,
SURVEY,,meghakapoor51@college.edu,,,,,,,,,2,4,tushar.gill57_t@college.edu,Very knowledgeable and experienced.,,,
SURVEY,,rahulsaxena55@college.edu,,,,,,,,,6,4,pranavmukherjee42_t@college.edu,"Amazing practical sessions, very hands-on approach.",,,
SURVEY,,ananya_chowdhury21@college.edu,,,,,,,,,4,3,piyush_chowdhury63_t@college.edu,"Average experience, nothing exceptional.",,,
SURVEY,,diyachowdhury25@college.edu,,,,,,,,,4,5,tanviyadav20_t@college.edu,Very knowledgeable and experienced.,,,
SURVEY,,preeti.bose64@college.edu,,,,,,,,,3,4,tanviyadav20_t@college.edu,Encourages students to think critically and ask questions.,,,
SURVEY,,sahil.dubey43@college.edu,,,,,,,,,9,5,gaurav_nair33_t@college.edu,Great use of real-world examples to explain theory.,,,
SURVEY,,rishi.bose51@college.edu,,,,,,,,,9,4,garima_kulkarni38_t@college.edu,Provides excellent study material and references.,,,
SURVEY,,tanmay_joshi78@college.edu,,,,,,,,,6,5,mohitpandey96_t@college.edu,The teacher is very passionate about the subject.,,,
SURVEY,,richa.mishra2@college.edu,,,,,,,,,6,3,payal_chauhan63_t@college.edu,"The teaching is okay, could be improved.",,,
SURVEY,,aarav.srivastava86@college.edu,,,,,,,,,3,4,sneha.yadav56_t@college.edu,Lectures are well-organized and engaging.,,,
SURVEY,,aditi.joshi4@college.edu,,,,,,,,,9,4,sakshi_tiwari70_t@college.edu,Very fair in grading and provides detailed feedback.,,,
SURVEY,,gaurav_thakur83@college.edu,,,,,,,,,2,4,chirag_pandey24_t@college.edu,"Very clear explanations, easy to follow along.",,,
SURVEY,,meghajadhav63@college.edu,,,,,,,,,7,1,reyansh.thakur99_t@college.edu,Not enough practical examples provided.,,,
SURVEY,,pooja_chauhan89@college.edu,,,,,,,,,4,4,varunpawar78_t@college.edu,The best teacher in our department.,,,
SURVEY,,richaarora66@college.edu,,,,,,,,,6,5,sakshi_arora22_t@college.edu,Provides excellent study material and references.,,,
SURVEY,,rishi.pillai80@college.edu,,,,,,,,,4,5,neha.yadav89_t@college.edu,Very patient and supportive teacher.,,,
SURVEY,,shalini_rao69@college.edu,,,,,,,,,5,3,pranavmukherjee42_t@college.edu,"Some topics were explained well, others not so much.",,,
SURVEY,,harshita.mishra55@college.edu,,,,,,,,,6,4,tushar.gill57_t@college.edu,Classes are always interesting and never boring.,,,
SURVEY,,swatigill86@college.edu,,,,,,,,,3,4,preetijoshi52_t@college.edu,Very patient and supportive teacher.,,,
SURVEY,,priyadas10@college.edu,,,,,,,,,7,4,varunpawar78_t@college.edu,Classes are always interesting and never boring.,,,
SURVEY,,preeti.shinde32@college.edu,,,,,,,,,6,4,varunpawar78_t@college.edu,Great use of real-world examples to explain theory.,,,
SURVEY,,aparnaarora43@college.edu,,,,,,,,,8,2,shalinishah40_t@college.edu,Difficult to understand the explanations sometimes.,,,
SURVEY,,madhuribajaj27@college.edu,,,,,,,,,7,1,diyatiwari69_t@college.edu,Needs to improve interaction with students.,,,
SURVEY,,preeti.shinde32@college.edu,,,,,,,,,3,3,tanvi.singh22_t@college.edu,The course content is good but presentation could improve.,,,
SURVEY,,mohitsrivastava88@college.edu,,,,,,,,,3,5,meghareddy55_t@college.edu,"Very clear explanations, easy to follow along.",,,
SURVEY,,diyapatil98@college.edu,,,,,,,,,5,3,pooja_shah12_t@college.edu,The lectures are informative but a bit monotonous.,,,
SURVEY,,manav_jain24@college.edu,,,,,,,,,9,5,sneha.yadav56_t@college.edu,"Always available to help with doubts, very approachable.",,,
SURVEY,,meghajadhav63@college.edu,,,,,,,,,2,3,aaravsingh83_t@college.edu,More interactive sessions would be helpful.,,,
SURVEY,,dhruv.kumar64@college.edu,,,,,,,,,4,4,sneha.yadav56_t@college.edu,Very fair in grading and provides detailed feedback.,,,
SURVEY,,parth.thakur3@college.edu,,,,,,,,,5,3,tanmay.singh98_t@college.edu,Overall satisfactory teaching.,,,
SURVEY,,shalini_rao69@college.edu,,,,,,,,,10,4,kabirsrivastava31_t@college.edu,Very patient and supportive teacher.,,,
SURVEY,,richaarora66@college.edu,,,,,,,,,4,3,sakshi_tiwari70_t@college.edu,Assignments could be more relevant to the syllabus.,,,
SURVEY,,kunalgupta99@college.edu,,,,,,,,,10,5,tanmay_shinde15_t@college.edu,The teacher is very passionate about the subject.,,,
SURVEY,,vihaan.malhotra68@college.edu,,,,,,,,,5,1,piyush_chowdhury63_t@college.edu,The teacher rushes through important topics.,,,
SURVEY,,kavyarao31@college.edu,,,,,,,,,10,4,piyush_chowdhury63_t@college.edu,"Very clear explanations, easy to follow along.",,,
SURVEY,,parthjain79@college.edu,,,,,,,,,1,3,shalinishah40_t@college.edu,Assignments could be more relevant to the syllabus.,,,
SURVEY,,dhruv.kumar64@college.edu,,,,,,,,,5,2,pooja_shah12_t@college.edu,Grading seems inconsistent and unfair sometimes.,,,
SURVEY,,madhuri_singh30@college.edu,,,,,,,,,5,4,varunpawar78_t@college.edu,Great use of real-world examples to explain theory.,,,
SURVEY,,shubhamkapoor6@college.edu,,,,,,,,,4,3,sakshi_tiwari70_t@college.edu,The course content is good but presentation could improve.,,,
SURVEY,,gaurav_thakur83@college.edu,,,,,,,,,2,4,komalarora30_t@college.edu,Great use of real-world examples to explain theory.,,,
SURVEY,,aditya_pawar94@college.edu,,,,,,,,,6,4,pooja_shah12_t@college.edu,Very knowledgeable and experienced.,,,
SURVEY,,isha.tiwari33@college.edu,,,,,,,,,5,5,tanvi.singh22_t@college.edu,Very knowledgeable and experienced.,,,
SURVEY,,payaldutta12@college.edu,,,,,,,,,6,5,varunpawar78_t@college.edu,Very fair in grading and provides detailed feedback.,,,
SURVEY,,richa.mishra2@college.edu,,,,,,,,,3,2,chirag_pandey24_t@college.edu,The teaching could be much better.,,,
SURVEY,,sneha.kumar49@college.edu,,,,,,,,,6,4,chirag_pandey24_t@college.edu,Great use of real-world examples to explain theory.,,,
SURVEY,,mansi.srivastava71@college.edu,,,,,,,,,7,5,sneha.yadav56_t@college.edu,The teacher is very passionate about the subject.,,,
SURVEY,,sai.saxena41@college.edu,,,,,,,,,2,5,sakshi_arora22_t@college.edu,The best teacher in our department.,,,
SURVEY,,rohan.joshi15@college.edu,,,,,,,,,2,5,payal_chauhan63_t@college.edu,"Very clear explanations, easy to follow along.",,,
SURVEY,,richaarora66@college.edu,,,,,,,,,9,3,diyatiwari69_t@college.edu,The course content is good but presentation could improve.,,,
SURVEY,,tushar.verma80@college.edu,,,,,,,,,4,4,tushar.gill57_t@college.edu,Lectures are well-organized and engaging.,,,
SURVEY,,nandini.das24@college.edu,,,,,,,,,9,4,sai_kumar86_t@college.edu,"Excellent teaching style, really enjoyed the lectures.",,,
SURVEY,,preeti.kumar62@college.edu,,,,,,,,,3,3,shrutiyadav87_t@college.edu,Assignments could be more relevant to the syllabus.,,,
SURVEY,,simran.jain44@college.edu,,,,,,,,,5,2,shalinishah40_t@college.edu,Grading seems inconsistent and unfair sometimes.,,,
SURVEY,,rohan.pawar27@college.edu,,,,,,,,,9,2,pranavmukherjee42_t@college.edu,Grading seems inconsistent and unfair sometimes.,,,
SURVEY,,chiragdeshmukh82@college.edu,,,,,,,,,7,5,gaurav_nair33_t@college.edu,One of the best teachers I've had in college.,,,
SURVEY,,preeti.bose64@college.edu,,,,,,,,,9,3,sakshi_arora22_t@college.edu,The teacher is knowledgeable but not very approachable.,,,
SURVEY,,komalpandey55@college.edu,,,,,,,,,8,2,sumit.rao77_t@college.edu,The teacher rushes through important topics.,,,
SURVEY,,varun_more31@college.edu,,,,,,,,,3,5,piyush_chowdhury63_t@college.edu,"Very clear explanations, easy to follow along.",,,
SURVEY,,shalini_jain6@college.edu,,,,,,,,,5,4,pranav.mukherjee90_t@college.edu,The best teacher in our department.,,,
SURVEY,,aditi.joshi17@college.edu,,,,,,,,,10,1,kabirsrivastava31_t@college.edu,Not very approachable for doubt solving.,,,
SURVEY,,sahil.arora52@college.edu,,,,,,,,,3,5,shalinishah40_t@college.edu,Great use of real-world examples to explain theory.,,,
SURVEY,,neerajjadhav15@college.edu,,,,,,,,,9,4,sumit.rao77_t@college.edu,Makes difficult concepts seem simple.,,,
SURVEY,,sahil.mishra9@college.edu,,,,,,,,,1,3,tanmay.singh98_t@college.edu,Needs to use more modern teaching methods.,,,
SURVEY,,kavyarao31@college.edu,,,,,,,,,8,5,sai_kumar86_t@college.edu,Very patient and supportive teacher.,,,
SURVEY,,aarav.srivastava86@college.edu,,,,,,,,,5,3,tushar.gill57_t@college.edu,The pace of teaching is sometimes too fast.,,,
SURVEY,,ajayjadhav73@college.edu,,,,,,,,,4,4,tanvi.singh22_t@college.edu,Encourages students to think critically and ask questions.,,,
SURVEY,,jyoti.das51@college.edu,,,,,,,,,5,4,amit_kaur91_t@college.edu,Makes the subject really interesting to study.,,,
SURVEY,,rupal.tiwari70@college.edu,,,,,,,,,8,5,mohitpandey96_t@college.edu,Very knowledgeable and experienced.,,,
SURVEY,,aditya.tiwari66@college.edu,,,,,,,,,3,5,payal_chauhan63_t@college.edu,Lectures are well-organized and engaging.,,,
SURVEY,,diyapatil98@college.edu,,,,,,,,,1,3,piyush_chowdhury63_t@college.edu,The teacher is knowledgeable but not very approachable.,,,
SURVEY,,neeraj_mukherjee69@college.edu,,,,,,,,,10,2,meghareddy55_t@college.edu,Needs to improve interaction with students.,,,
SURVEY,,siddharth.ghosh8@college.edu,,,,,,,,,1,5,tanmay.singh98_t@college.edu,Very fair in grading and provides detailed feedback.,,,
SURVEY,,diyachowdhury25@college.edu,,,,,,,,,6,4,shrutiyadav87_t@college.edu,Encourages students to think critically and ask questions.,,,
SURVEY,,mohit.jain21@college.edu,,,,,,,,,6,5,pooja_shah12_t@college.edu,Provides excellent study material and references.,,,
SURVEY,,rishi.more98@college.edu,,,,,,,,,9,4,aaravsingh83_t@college.edu,Always well-prepared for lectures.,,,
SURVEY,,ajayjadhav73@college.edu,,,,,,,,,1,4,adityakumar52_t@college.edu,Makes the subject really interesting to study.,,,
SURVEY,,nikhilshinde44@college.edu,,,,,,,,,7,3,preetijoshi52_t@college.edu,The lectures are informative but a bit monotonous.,,,
SURVEY,,rohan.thakur51@college.edu,,,,,,,,,3,5,rahul.rao69_t@college.edu,Always well-prepared for lectures.,,,
SURVEY,,varunshah80@college.edu,,,,,,,,,6,4,mohitpandey96_t@college.edu,Classes are always interesting and never boring.,,,
SURVEY,,yash.menon8@college.edu,,,,,,,,,5,3,sneha.yadav56_t@college.edu,Assignments could be more relevant to the syllabus.,,,
SURVEY,,rupal_shah69@college.edu,,,,,,,,,4,5,sai_kumar86_t@college.edu,"Amazing practical sessions, very hands-on approach.",,,
SURVEY,,aparnaarora43@college.edu,,,,,,,,,10,4,tanvi.singh22_t@college.edu,"Always available to help with doubts, very approachable.",,,
SURVEY,,rajmukherjee47@college.edu,,,,,,,,,2,3,gaurav_nair33_t@college.edu,Needs to use more modern teaching methods.,,,
SURVEY,,simran_das83@college.edu,,,,,,,,,10,5,sakshi_tiwari70_t@college.edu,One of the best teachers I've had in college.,,,
SURVEY,,payalmukherjee35@college.edu,,,,,,,,,6,3,diyatiwari69_t@college.edu,More interactive sessions would be helpful.,,,
SURVEY,,payal_mishra7@college.edu,,,,,,,,,4,5,tanvi.singh22_t@college.edu,Makes difficult concepts seem simple.,,,
SURVEY,,sai.saxena41@college.edu,,,,,,,,,5,3,pranav.mukherjee90_t@college.edu,The lectures are informative but a bit monotonous.,,,
SURVEY,,yash.menon8@college.edu,,,,,,,,,6,3,meghareddy55_t@college.edu,The teacher is knowledgeable but not very approachable.,,,
SURVEY,,siddharth.ghosh8@college.edu,,,,,,,,,5,3,abhishek_chowdhury69_t@college.edu,"Average experience, nothing exceptional.",,,
SURVEY,,mohitsrivastava88@college.edu,,,,,,,,,7,5,pooja_shah12_t@college.edu,"Excellent teaching style, really enjoyed the lectures.",,,
SURVEY,,simran.iyer87@college.edu,,,,,,,,,4,4,sakshi_arora22_t@college.edu,"Very clear explanations, easy to follow along.",,,
SURVEY,,aditya.tiwari66@college.edu,,,,,,,,,6,5,tanviyadav20_t@college.edu,"Very clear explanations, easy to follow along.",,,
SURVEY,,rohan.joshi15@college.edu,,,,,,,,,3,5,rahul.rao69_t@college.edu,Always well-prepared for lectures.,,,
SURVEY,,riya.gupta19@college.edu,,,,,,,,,3,5,pooja_shah12_t@college.edu,Encourages students to think critically and ask questions.,,,
SURVEY,,dev.yadav61@college.edu,,,,,,,,,8,4,gaurav_nair33_t@college.edu,Lectures are well-organized and engaging.,,,
SURVEY,,meghajadhav63@college.edu,,,,,,,,,10,4,chirag_pandey24_t@college.edu,Lectures are well-organized and engaging.,,,
SURVEY,,rishi.more98@college.edu,,,,,,,,,8,4,mohitpandey96_t@college.edu,"I learned a lot from this course, highly recommend.",,,
SURVEY,,komal.gupta96@college.edu,,,,,,,,,3,5,rahul.rao69_t@college.edu,One of the best teachers I've had in college.,,,
SURVEY,,mayankreddy5@college.edu,,,,,,,,,1,5,tanvi.singh22_t@college.edu,Very knowledgeable and experienced.,,,
SURVEY,,chirag.gupta22@college.edu,,,,,,,,,9,3,tanviyadav20_t@college.edu,The teacher is knowledgeable but not very approachable.,,,
SURVEY,,arnavmishra10@college.edu,,,,,,,,,10,5,aaravsingh83_t@college.edu,Provides excellent study material and references.,,,
SURVEY,,tanmay_joshi78@college.edu,,,,,,,,,8,5,amit_kaur91_t@college.edu,Makes the subject really interesting to study.,,,
SURVEY,,aishwarya.gill52@college.edu,,,,,,,,,3,4,rahul_chauhan27_t@college.edu,Makes the subject really interesting to study.,,,
SURVEY,,chiragdeshmukh82@college.edu,,,,,,,,,10,3,pooja_shah12_t@college.edu,Good knowledge of subject but needs better delivery.,,,
SURVEY,,yash.kumar67@college.edu,,,,,,,,,9,5,pooja_shah12_t@college.edu,Always well-prepared for lectures.,,,
SURVEY,,shalini_patel52@college.edu,,,,,,,,,4,2,diyatiwari69_t@college.edu,Classes are often boring and hard to sit through.,,,
SURVEY,,aditi.joshi4@college.edu,,,,,,,,,9,2,sneha.yadav56_t@college.edu,Difficult to understand the explanations sometimes.,,,
SURVEY,,aditya.tiwari66@college.edu,,,,,,,,,1,4,mohitpandey96_t@college.edu,Great use of real-world examples to explain theory.,,,
SURVEY,,neerajsen51@college.edu,,,,,,,,,9,3,piyush_chowdhury63_t@college.edu,More interactive sessions would be helpful.,,,
SURVEY,,neeraj_mukherjee69@college.edu,,,,,,,,,8,2,tushar.gill57_t@college.edu,Needs to be more patient with students who struggle.,,,
SURVEY,,rupal.tiwari70@college.edu,,,,,,,,,3,4,tanmay_shinde15_t@college.edu,"I learned a lot from this course, highly recommend.",,,
SURVEY,,kunalchatterjee64@college.edu,,,,,,,,,9,4,neha.yadav89_t@college.edu,"I learned a lot from this course, highly recommend.",,,
SURVEY,,pooja_chauhan89@college.edu,,,,,,,,,6,5,sai_kumar86_t@college.edu,"Always available to help with doubts, very approachable.",,,
SURVEY,,parth.bose65@college.edu,,,,,,,,,10,5,kabirsrivastava31_t@college.edu,Great use of real-world examples to explain theory.,,,
SURVEY,,mayankreddy5@college.edu,,,,,,,,,8,2,piyush_chowdhury63_t@college.edu,Grading seems inconsistent and unfair sometimes.,,,
SURVEY,,manav.srivastava67@college.edu,,,,,,,,,6,3,kabirsrivastava31_t@college.edu,Needs to use more modern teaching methods.,,,
SURVEY,,yash_chauhan80@college.edu,,,,,,,,,4,4,varunpawar78_t@college.edu,"Great mentor, helped me understand my career goals.",,,
SURVEY,,aanyamishra75@college.edu,,,,,,,,,5,5,tanvi.singh22_t@college.edu,Makes difficult concepts seem simple.,,,
SURVEY,,divyajoshi52@college.edu,,,,,,,,,6,3,sakshi_tiwari70_t@college.edu,"Average experience, nothing exceptional.",,,
SURVEY,,shalini.shinde73@college.edu,,,,,,,,,4,5,tushar.gill57_t@college.edu,"Very clear explanations, easy to follow along.",,,
SURVEY,,adityasrivastava3@college.edu,,,,,,,,,9,1,preetijoshi52_t@college.edu,Difficult to understand the explanations sometimes.,,,
SURVEY,,isha_mishra78@college.edu,,,,,,,,,1,5,aarav.more12_t@college.edu,Always well-prepared for lectures.,,,
SURVEY,,kritithakur94@college.edu,,,,,,,,,8,5,pooja_shah12_t@college.edu,"Excellent teaching style, really enjoyed the lectures.",,,
SURVEY,,divyabose21@college.edu,,,,,,,,,8,5,garima_kulkarni38_t@college.edu,"Excellent teaching style, really enjoyed the lectures.",,,
SURVEY,,priyadas10@college.edu,,,,,,,,,5,4,payal_chauhan63_t@college.edu,Great use of real-world examples to explain theory.,,,
SURVEY,,swatigill86@college.edu,,,,,,,,,6,5,shalinishah40_t@college.edu,"Always available to help with doubts, very approachable.",,,
SURVEY,,sai.saxena41@college.edu,,,,,,,,,6,4,sneha.yadav56_t@college.edu,The teacher is very passionate about the subject.,,,
SURVEY,,vikram_shinde56@college.edu,,,,,,,,,9,3,meghareddy55_t@college.edu,The lectures are informative but a bit monotonous.,,,
SURVEY,,diyapatil98@college.edu,,,,,,,,,6,4,komalarora30_t@college.edu,The teacher is very passionate about the subject.,,,
SURVEY,,sonali.bajaj50@college.edu,,,,,,,,,2,5,adityakumar52_t@college.edu,"Very clear explanations, easy to follow along.",,,
SURVEY,,mayankreddy5@college.edu,,,,,,,,,7,4,piyush_chowdhury63_t@college.edu,"Amazing practical sessions, very hands-on approach.",,,
SURVEY,,sonali.reddy29@college.edu,,,,,,,,,3,3,tushar.gill57_t@college.edu,The pace of teaching is sometimes too fast.,,,
SURVEY,,myra.yadav87@college.edu,,,,,,,,,7,5,aadhya.srivastava64_t@college.edu,Provides excellent study material and references.,,,
SURVEY,,vikram.ghosh45@college.edu,,,,,,,,,1,2,pooja_shah12_t@college.edu,Needs to improve interaction with students.,,,
SURVEY,,rishi.pillai80@college.edu,,,,,,,,,5,3,tanmay_shinde15_t@college.edu,Overall satisfactory teaching.,,,
SURVEY,,kunalchatterjee64@college.edu,,,,,,,,,8,3,payal_chauhan63_t@college.edu,The teacher is knowledgeable but not very approachable.,,,
SURVEY,,kabir.patil78@college.edu,,,,,,,,,8,4,pooja_shah12_t@college.edu,"Always available to help with doubts, very approachable.",,,
SURVEY,,prateek.dubey66@college.edu,,,,,,,,,1,4,garima_kulkarni38_t@college.edu,"Always available to help with doubts, very approachable.",,,
SURVEY,,tushar.verma80@college.edu,,,,,,,,,7,2,sai_kumar86_t@college.edu,The teacher rushes through important topics.,,,
SURVEY,,preeti.bose64@college.edu,,,,,,,,,7,5,meghareddy55_t@college.edu,"Excellent teaching style, really enjoyed the lectures.",,,
SURVEY,,sumit_yadav45@college.edu,,,,,,,,,2,4,sakshi_arora22_t@college.edu,Classes are always interesting and never boring.,,,
SURVEY,,myraiyer49@college.edu,,,,,,,,,10,3,tanviyadav20_t@college.edu,"Average experience, nothing exceptional.",,,
SURVEY,,richajoshi89@college.edu,,,,,,,,,6,4,tushar.gill57_t@college.edu,"Amazing practical sessions, very hands-on approach.",,,
SURVEY,,devdeshmukh8@college.edu,,,,,,,,,6,5,sakshi_tiwari70_t@college.edu,"Very clear explanations, easy to follow along.",,,
SURVEY,,vihaan.malhotra68@college.edu,,,,,,,,,6,4,reyansh.thakur99_t@college.edu,Provides excellent study material and references.,,,
SURVEY,,vihaan.malhotra68@college.edu,,,,,,,,,8,5,adityakumar52_t@college.edu,"I learned a lot from this course, highly recommend.",,,
SURVEY,,simran.iyer87@college.edu,,,,,,,,,1,4,tushar.gill57_t@college.edu,Encourages students to think critically and ask questions.,,,
SURVEY,,nishaghosh46@college.edu,,,,,,,,,4,2,abhishek_chowdhury69_t@college.edu,Difficult to understand the explanations sometimes.,,,
SURVEY,,sakshiverma66@college.edu,,,,,,,,,5,4,shalinishah40_t@college.edu,"Very clear explanations, easy to follow along.",,,
SURVEY,,kabir.patil78@college.edu,,,,,,,,,2,5,tanmay.singh98_t@college.edu,The best teacher in our department.,,,
SURVEY,,tanmay.khanna91@college.edu,,,,,,,,,9,4,tanvi.singh22_t@college.edu,"Always available to help with doubts, very approachable.",,,
SURVEY,,kavyarao31@college.edu,,,,,,,,,6,3,piyush_chowdhury63_t@college.edu,"The teaching is okay, could be improved.",,,
SURVEY,,siddharth.pandey44@college.edu,,,,,,,,,7,4,tanmay.singh98_t@college.edu,Makes the subject really interesting to study.,,,
SURVEY,,komal.gupta96@college.edu,,,,,,,,,4,4,neha.yadav89_t@college.edu,Encourages students to think critically and ask questions.,,,
SURVEY,,sai_iyer44@college.edu,,,,,,,,,4,3,piyush_chowdhury63_t@college.edu,"Average experience, nothing exceptional.",,,
SURVEY,,ananya_chowdhury21@college.edu,,,,,,,,,6,3,sai_kumar86_t@college.edu,Needs to use more modern teaching methods.,,,
SURVEY,,mohit.jain21@college.edu,,,,,,,,,6,3,komalarora30_t@college.edu,Overall satisfactory teaching.,,,
SURVEY,,richajoshi89@college.edu,,,,,,,,,4,4,shalinishah40_t@college.edu,Makes the subject really interesting to study.,,,
SURVEY,,mitali.menon40@college.edu,,,,,,,,,8,5,rahul_chauhan27_t@college.edu,Makes difficult concepts seem simple.,,,
SURVEY,,yash_chauhan80@college.edu,,,,,,,,,5,4,aadhya.srivastava64_t@college.edu,The teacher is very passionate about the subject.,,,
SURVEY,,prateek.dubey66@college.edu,,,,,,,,,5,3,mohitpandey96_t@college.edu,The pace of teaching is sometimes too fast.,,,
SURVEY,,nandini.das24@college.edu,,,,,,,,,10,3,aadhya.srivastava64_t@college.edu,Needs to use more modern teaching methods.,,,
SURVEY,,siddharth.pandey44@college.edu,,,,,,,,,10,1,chirag_pandey24_t@college.edu,Grading seems inconsistent and unfair sometimes.,,,
SURVEY,,komalpandey55@college.edu,,,,,,,,,8,4,rahul.rao69_t@college.edu,Makes difficult concepts seem simple.,,,
SURVEY,,sonali.reddy29@college.edu,,,,,,,,,8,2,varunpawar78_t@college.edu,Not enough practical examples provided.,,,
SURVEY,,meghakapoor51@college.edu,,,,,,,,,9,4,neha.yadav89_t@college.edu,Makes difficult concepts seem simple.,,,
SURVEY,,neeraj_mukherjee69@college.edu,,,,,,,,,9,5,meghareddy55_t@college.edu,Lectures are well-organized and engaging.,,,
SURVEY,,shubhamkapoor6@college.edu,,,,,,,,,10,5,sakshi_tiwari70_t@college.edu,Encourages students to think critically and ask questions.,,,
SURVEY,,kavyarao31@college.edu,,,,,,,,,7,5,aarav.more12_t@college.edu,"Excellent teaching style, really enjoyed the lectures.",,,
SURVEY,,myra.yadav87@college.edu,,,,,,,,,8,2,tushar.gill57_t@college.edu,Classes are often boring and hard to sit through.,,,
SURVEY,,nandini.dutta20@college.edu,,,,,,,,,2,4,garima_kulkarni38_t@college.edu,Very knowledgeable and experienced.,,,
SURVEY,,sai.saxena41@college.edu,,,,,,,,,2,4,sakshi_tiwari70_t@college.edu,"Great mentor, helped me understand my career goals.",,,
SURVEY,,shalini.shinde73@college.edu,,,,,,,,,6,2,aparnatiwari43_t@college.edu,Needs to be more patient with students who struggle.,,,
SURVEY,,divyabose21@college.edu,,,,,,,,,3,4,tanvi.singh22_t@college.edu,Classes are always interesting and never boring.,,,
SURVEY,,swatigill86@college.edu,,,,,,,,,2,3,pranav.mukherjee90_t@college.edu,More interactive sessions would be helpful.,,,
SURVEY,,shalini_rao69@college.edu,,,,,,,,,3,2,pranavmukherjee42_t@college.edu,Not very approachable for doubt solving.,,,
SURVEY,,mayankreddy5@college.edu,,,,,,,,,1,3,sakshi_tiwari70_t@college.edu,"Decent teacher, does the job.",,,
SURVEY,,ankit_rao85@college.edu,,,,,,,,,2,4,pooja_shah12_t@college.edu,"Excellent teaching style, really enjoyed the lectures.",,,
SURVEY,,shivani_kaur5@college.edu,,,,,,,,,7,4,garima_kulkarni38_t@college.edu,The best teacher in our department.,,,
SURVEY,,preeti.kumar62@college.edu,,,,,,,,,7,3,riya_mukherjee9_t@college.edu,"Decent teacher, does the job.",,,
SURVEY,,vihaan.malhotra68@college.edu,,,,,,,,,2,4,tanviyadav20_t@college.edu,Very knowledgeable and experienced.,,,
SURVEY,,vihaan.malhotra68@college.edu,,,,,,,,,9,5,neha.yadav89_t@college.edu,"I learned a lot from this course, highly recommend.",,,
SURVEY,,ajayjadhav73@college.edu,,,,,,,,,6,5,tushar.gill57_t@college.edu,The teacher is very passionate about the subject.,,,
SURVEY,,richa.mishra2@college.edu,,,,,,,,,3,5,neha.yadav89_t@college.edu,Very patient and supportive teacher.,,,
SURVEY,,kunalgupta99@college.edu,,,,,,,,,1,4,varunpawar78_t@college.edu,Always well-prepared for lectures.,,,
SURVEY,,rishi.malhotra8@college.edu,,,,,,,,,2,3,chirag_pandey24_t@college.edu,Good knowledge of subject but needs better delivery.,,,
SURVEY,,harshita.mishra55@college.edu,,,,,,,,,4,4,mohitpandey96_t@college.edu,"Very clear explanations, easy to follow along.",,,
SURVEY,,sakshi_malhotra33@college.edu,,,,,,,,,10,5,garima_kulkarni38_t@college.edu,Always well-prepared for lectures.,,,
SURVEY,,jyoti.das51@college.edu,,,,,,,,,4,4,payal_chauhan63_t@college.edu,Encourages students to think critically and ask questions.,,,
SURVEY,,arnavmishra10@college.edu,,,,,,,,,1,3,ritvikpawar4_t@college.edu,Needs to use more modern teaching methods.,,,
SURVEY,,mohit.jain21@college.edu,,,,,,,,,2,2,pranav.mukherjee90_t@college.edu,Needs to improve interaction with students.,,,
SURVEY,,rohan.thakur51@college.edu,,,,,,,,,8,3,chirag_pandey24_t@college.edu,The pace of teaching is sometimes too fast.,,,
SURVEY,,diyapatil98@college.edu,,,,,,,,,3,4,sai_kumar86_t@college.edu,Lectures are well-organized and engaging.,,,
